descuento_1,descuento_2,campo_vacio_1,producto,campo_vacio_2,campo_vacio_3,precio_sin_descuento,precio,precio_por_k,link,imagen,fecha_scrapeo
,,,Fideos Tallarin N5 Luchetti 500 Gr.,,,,$ 1.394,Agregar,Precio por 1 Kg $ 2.788,https://ardiaprod.vtexassets.com/arquivos/ids/329827-500-auto?v=638599640843930000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Mostachol Cuquets 500 Gr.,,,,$ 870,Agregar,Precio por 1 Kg $ 1.740,https://ardiaprod.vtexassets.com/arquivos/ids/311366-500-auto?v=638599385665030000&width=500&height=auto&aspect=true,2025-08-30
,,,Tostadas 100% Integrales Libres Riera 200 Gr.,,,,$ 2.050,Agregar,,https://ardiaprod.vtexassets.com/arquivos/ids/352969-500-auto?v=638869610233830000&width=500&height=auto&aspect=true,2025-08-30
,,,Caldo De Verdura Maggi X 12 Ud.,,,,$ 1.500,Agregar,"Precio por 1 Kg $ 13.157,89",https://ardiaprod.vtexassets.com/arquivos/ids/354706-500-auto?v=638887748488900000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Yamani Estuche Gallo 500 Gr.,,,,$ 2.990,Agregar,,https://ardiaprod.vtexassets.com/arquivos/ids/352964-500-auto?v=638869610141470000&width=500&height=auto&aspect=true,2025-08-30
,,,Pimenton DIA 50 Gr.,,,,$ 1.400,Agregar,Precio por 1 Kg $ 28.000,https://ardiaprod.vtexassets.com/arquivos/ids/308785-500-auto?v=638599348375430000&width=500&height=auto&aspect=true,2025-08-30
,,,Orégano Dia 50 Gr.,,,,$ 1.500,Agregar,Precio por 1 Kg $ 30.000,https://ardiaprod.vtexassets.com/arquivos/ids/308788-500-auto?v=638599348427030000&width=500&height=auto&aspect=true,2025-08-30
,,,Tortillas Light Rapiditas 10 Ud.,,,,$ 3.410,Agregar,Precio por 1 Kg $ 12.400,https://ardiaprod.vtexassets.com/arquivos/ids/354759-500-auto?v=638887749050600000&width=500&height=auto&aspect=true,2025-08-30
,,,Polvo para Hornear DIA 50 Gr.,,,,$ 840,Agregar,Precio por 1 Kg $ 16.800,https://ardiaprod.vtexassets.com/arquivos/ids/323217-500-auto?v=638599553307000000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Pancho Lactal 6 Ud.,,,,$ 2.115,Agregar,"Precio por 1 Kg $ 10.071,43",https://ardiaprod.vtexassets.com/arquivos/ids/354733-500-auto?v=638887748767100000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Natura 250 Ml.,,,,$ 1.235,Agregar,Precio por 1 LT $ 4.940,https://ardiaprod.vtexassets.com/arquivos/ids/341161-500-auto?v=638708902444870000&width=500&height=auto&aspect=true,2025-08-30
,,,Lentejas Secas Remojadas Dia 300 Gr.,,,,$ 830,Agregar,"Precio por 1 Kg $ 2.766,67",https://ardiaprod.vtexassets.com/arquivos/ids/341776-500-auto?v=638708910027000000&width=500&height=auto&aspect=true,2025-08-30
,,,Lentejas Remojadas Dia 340 Gr.,,,,$ 890,Agregar,"Precio por 1 Kg $ 2.617,65",https://ardiaprod.vtexassets.com/arquivos/ids/350404-500-auto?v=638822944467430000&width=500&height=auto&aspect=true,2025-08-30
,,,Grisines DIA 100 Gr.,,,,$ 1.050,Agregar,Precio por 1 Kg $ 10.500,https://ardiaprod.vtexassets.com/arquivos/ids/340896-500-auto?v=638706306031630000&width=500&height=auto&aspect=true,2025-08-30
,,,Almidón De Maíz Maizena Clásica Sin Tacc 500 Gr.,,,,$ 3.465,Agregar,Precio por 1 Kg $ 6.930,https://ardiaprod.vtexassets.com/arquivos/ids/348829-500-auto?v=638794443974000000&width=500&height=auto&aspect=true,2025-08-30
,,,Tortillas Integrales Rapiditas 10 Ud.,,,,$ 3.410,Agregar,"Precio por 1 Kg $ 12.867,92",https://ardiaprod.vtexassets.com/arquivos/ids/354780-500-auto?v=638887749274130000&width=500&height=auto&aspect=true,2025-08-30
,,,Choclo Cremoso Amarillo Dia 340 Gr.,,,,$ 870,Agregar,"Precio por 1 Kg $ 2.558,82",https://ardiaprod.vtexassets.com/arquivos/ids/350407-500-auto?v=638822944504870000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Hamburguesa con sésamo Fargo 4 Ud.,,,,$ 2.650,Agregar,"Precio por 1 Kg $ 12.619,05",https://ardiaprod.vtexassets.com/arquivos/ids/354788-500-auto?v=638887749395000000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostaza Original Livian 250 Gr.,,,,$ 1.100,Agregar,Precio por 1 Kg $ 4.400,https://ardiaprod.vtexassets.com/arquivos/ids/352960-500-auto?v=638869610073330000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Equilibrio Livian 500 Gr.,,,,$ 2.350,Agregar,Precio por 1 Kg $ 4.700,https://ardiaprod.vtexassets.com/arquivos/ids/352958-500-auto?v=638869610045530000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo Vainilla Fortificado Exquisita 540 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 5.925,93",https://ardiaprod.vtexassets.com/arquivos/ids/330242-500-auto?v=638911394294700000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Salvado DIA 600 Gr.,,,,$ 3.520,Agregar,"Precio por 1 Kg $ 5.866,67",https://ardiaprod.vtexassets.com/arquivos/ids/340308-500-auto?v=638696795866300000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré de Papas Instantáneo Dia 100 Gr.,,,,$ 1.250,Agregar,Precio por KG $ 12.500,https://ardiaprod.vtexassets.com/arquivos/ids/341017-500-auto?v=638786857694870000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Blanco Lactal 460 Gr.,,,,$ 4.235,Agregar,"Precio por 1 Kg $ 9.206,52",https://ardiaprod.vtexassets.com/arquivos/ids/354751-500-auto?v=638887748957700000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tirabuzón Cuquets 500 Gr.,,,,$ 870,Agregar,Precio por 1 Kg $ 1.740,https://ardiaprod.vtexassets.com/arquivos/ids/312440-500-auto?v=638599400531270000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Acanaladas Pehuamar X 135 Gr.,,,,$ 3.350,Agregar,"Precio por 1 Kg $ 24.814,81",https://ardiaprod.vtexassets.com/arquivos/ids/346830-500-auto?v=638761617063070000&width=500&height=auto&aspect=true,2025-08-30
,,,Mix De Semillas Dia 100 Gr.,,,,$ 1.390,Agregar,Precio por 1 Kg $ 13.900,https://ardiaprod.vtexassets.com/arquivos/ids/356980-500-auto?v=638918861951500000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Blanco Lactal 315 Gr.,,,,$ 3.015,Agregar,Precio por 1 Kg $ 9.000,https://ardiaprod.vtexassets.com/arquivos/ids/354755-500-auto?v=638887749002600000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tubo Dia Sabor Barbacoa 150 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 25.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/344128-500-auto?v=638786845809570000&width=500&height=auto&aspect=true,2025-08-30
,,,Vinagre De Alcohol Menoyo 1 Lt.,,,,$ 1.440,Agregar,Precio por 1 LT $ 1.440,https://ardiaprod.vtexassets.com/arquivos/ids/341196-500-auto?v=638708902908830000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Hellmann's Barbacoa Doypack 250 Gr.,,,,$ 2.325,Agregar,Precio por 1 Kg $ 9.300,https://ardiaprod.vtexassets.com/arquivos/ids/318312-500-auto?v=638823934095770000&width=500&height=auto&aspect=true,2025-08-30
,,,Provenzal DIA 50 Gr.,,,,$ 1.500,Agregar,Precio por KG $ 30.000,https://ardiaprod.vtexassets.com/arquivos/ids/308790-500-auto?v=638599348465300000&width=500&height=auto&aspect=true,2025-08-30
,,,Polenta Cocción Rápida Dia 500 Gr.,,,,$ 695,Agregar,Precio por 1 Kg $ 1.390,https://ardiaprod.vtexassets.com/arquivos/ids/340379-500-auto?v=638827369086970000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Fetuccini Don Vicente 500 Gr.,,,,$ 3.150,Agregar,Precio por 1 Kg $ 6.300,https://ardiaprod.vtexassets.com/arquivos/ids/329912-500-auto?v=638823932930030000&width=500&height=auto&aspect=true,2025-08-30
,,,Caldo Deshidratado Dia De Verduras 12 Ud.,,,,$ 1.250,Agregar,"Precio por 1 Kg $ 10.964,91",https://ardiaprod.vtexassets.com/arquivos/ids/340462-500-auto?v=638786813513000000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Integral 00000 Cuquets 1 Kg.,,,,$ 2.100,Agregar,Precio por 1 Kg $ 2.100,https://ardiaprod.vtexassets.com/arquivos/ids/352154-500-auto?v=638847147074400000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostaza Savora Original Doypack 500 Gr.,,,,$ 2.490,Agregar,Precio por 1 Kg $ 4.980,https://ardiaprod.vtexassets.com/arquivos/ids/345084-500-auto?v=638744393985070000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Rigatti La Morocha 500 Gr.,,,,$ 1.390,Agregar,Precio por 1 Kg $ 2.780,https://ardiaprod.vtexassets.com/arquivos/ids/352743-500-auto?v=638863556136730000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Original Livian 500 Gr.,,,,$ 2.350,Agregar,Precio por 1 Kg $ 4.700,https://ardiaprod.vtexassets.com/arquivos/ids/352744-500-auto?v=638863556152100000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate 60% Cacao Con Almendras Cofler 100 Gr.,,,,$ 5.240,Agregar,Precio por 1 Kg $ 52.400,https://ardiaprod.vtexassets.com/arquivos/ids/352718-500-auto?v=638863555769870000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Maximo 1 Kg.,,,,$ 1.495,Agregar,Precio por 1 Kg $ 1.495,https://ardiaprod.vtexassets.com/arquivos/ids/332618-500-auto?v=638619041475800000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tubo Dia Sabor Cheddar 150 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 25.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/344070-500-auto?v=638786841300470000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Barbacoa Kansas 295 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 12.881,36",https://ardiaprod.vtexassets.com/arquivos/ids/352729-500-auto?v=638863555935370000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos Sabor A Queso Doritos X 129 Gr.,,,,$ 4.500,Agregar,"Precio por 1 Kg $ 34.883,72",https://ardiaprod.vtexassets.com/arquivos/ids/310841-500-auto?v=638599378549570000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Ketchup Kansas 295 Gr.,,,,$ 3.500,Agregar,"Precio por 1 Kg $ 11.864,41",https://ardiaprod.vtexassets.com/arquivos/ids/352723-500-auto?v=638863555853370000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Chocolinas Cofler 55 Gr.,,,,$ 3.275,Agregar,"Precio por 1 Kg $ 59.545,45",https://ardiaprod.vtexassets.com/arquivos/ids/352719-500-auto?v=638863555789170000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Sabor Ajo Livian 235 Ml.,,,,$ 2.300,Agregar,"Precio por 1 LT $ 9.787,23",https://ardiaprod.vtexassets.com/arquivos/ids/352717-500-auto?v=638863555751870000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Sabor Ahumado Livian 235 Gr.,,,,$ 2.300,Agregar,"Precio por 1 Kg $ 9.787,23",https://ardiaprod.vtexassets.com/arquivos/ids/352716-500-auto?v=638863555736900000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa De Chocolate La Parmesana 200 Gr.,,,,$ 2.440,Agregar,Precio por 1 Kg $ 12.200,https://ardiaprod.vtexassets.com/arquivos/ids/352747-500-auto?v=638863556199500000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Pancho Bimbo Artesano 6 Ud.,,,,$ 3.525,Agregar,"Precio por 1 Kg $ 14.687,50",https://ardiaprod.vtexassets.com/arquivos/ids/354741-500-auto?v=638887748862370000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Cocinero Extra Virgen Suave 500 Ml.,,,,$ 14.060,Agregar,Precio por 1 LT $ 28.120,https://ardiaprod.vtexassets.com/arquivos/ids/323671-500-auto?v=638599558975930000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa de Soja Menoyo Tradicional 250 Gr.,,,,$ 2.400,Agregar,Precio por 1 Kg $ 9.600,https://ardiaprod.vtexassets.com/arquivos/ids/323771-500-auto?v=638599560336300000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado Sin Tacc Mama Cocina 350 Gr.,,,,$ 3.500,Agregar,Precio por 1 Kg $ 10.000,https://ardiaprod.vtexassets.com/arquivos/ids/352712-500-auto?v=638863555660630000&width=500&height=auto&aspect=true,2025-08-30
,,,Flan en Sobre Exquisita Vainilla 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/356723-500-auto?v=638915399871630000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tubo Dia Con Pimentón 150 Gr.,,,,$ 3.800,Agregar,"Precio por 1 Kg $ 25.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/344125-500-auto?v=638786843955200000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verdes Descarozadas Castell 110 Gr.,,,,$ 2.150,Agregar,"Precio por 1 Kg $ 19.545,45",https://ardiaprod.vtexassets.com/arquivos/ids/340085-500-auto?v=638786870091770000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Gruesa DIA 1 Kg.,,,,$ 1.600,Agregar,Precio por KG $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/340474-500-auto?v=638701120472470000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Krachitos 110 Gr.,,,,$ 1.280,Agregar,"Precio por 1 Kg $ 11.636,36",https://ardiaprod.vtexassets.com/arquivos/ids/308551-500-auto?v=638599345289270000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Lacteado Blanco Rey Oro 360 Gr.,,,,$ 2.200,Agregar,"Precio por 1 Kg $ 6.111,11",https://ardiaprod.vtexassets.com/arquivos/ids/307354-500-auto?v=638599329251970000&width=500&height=auto&aspect=true,2025-08-30
,,,Lomitos de Atún en Aceite Dia x 3 Ud.,,,,$ 4.990,Agregar,"Precio por 1 Kg $ 20.791,67",https://ardiaprod.vtexassets.com/arquivos/ids/356086-500-auto?v=638907617547430000&width=500&height=auto&aspect=true,2025-08-30
,,,Condimento Para Pizza DIA 25 Gr.,,,,$ 800,Agregar,Precio por 10 Gr $ 320,https://ardiaprod.vtexassets.com/arquivos/ids/308787-500-auto?v=638599348410270000&width=500&height=auto&aspect=true,2025-08-30
,,,Ketchup Hellmanns Regular Doypack 500 Gr.,,,,$ 3.860,Agregar,Precio por 1 Kg $ 7.720,https://ardiaprod.vtexassets.com/arquivos/ids/353515-500-auto?v=638871332635830000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Mostachol Favorita 500 Gr.,,,,$ 965,Agregar,Precio por 1 Kg $ 1.930,https://ardiaprod.vtexassets.com/arquivos/ids/313075-500-auto?v=638599409273230000&width=500&height=auto&aspect=true,2025-08-30
,,,Brownie Mamá Cocina Chocolate 425 Gr.,,,,$ 3.215,Agregar,"Precio por 1 Kg $ 7.564,71",https://ardiaprod.vtexassets.com/arquivos/ids/347137-500-auto?v=638768627795100000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Guaymallen Dulce de Leche con baño de repostería 38 Gr.,,,,$ 490,Agregar,"Precio por 10 Gr $ 128,95",https://ardiaprod.vtexassets.com/arquivos/ids/320148-500-auto?v=638786847149700000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Gruesa Paquete Celusal 500 Gr.,,,,$ 1.450,Agregar,Precio por 1 Kg $ 2.900,https://ardiaprod.vtexassets.com/arquivos/ids/349699-500-auto?v=638816899490600000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Salvado Fargo 620 Gr.,,,,$ 6.555,Agregar,"Precio por 1 Kg $ 10.572,58",https://ardiaprod.vtexassets.com/arquivos/ids/355766-500-auto?v=638902433095700000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil 00000 Molinos Ala 500 Gr.,,,,$ 1.225,Agregar,Precio por 1 Kg $ 2.450,https://ardiaprod.vtexassets.com/arquivos/ids/333258-500-auto?v=638620966650230000&width=500&height=auto&aspect=true,2025-08-30
,,,Bicarbonato La Parmesana 50 Gr.,,,,$ 895,Agregar,Precio por 1 Kg $ 17.900,https://ardiaprod.vtexassets.com/arquivos/ids/330678-500-auto?v=638599652526800000&width=500&height=auto&aspect=true,2025-08-30
,,,"Aceite de Girasol Legítimo 1,5 Lt.",,,,$ 4.420,Agregar,"Precio por 1 LT $ 2.946,67",https://ardiaprod.vtexassets.com/arquivos/ids/351267-500-auto?v=638840398489100000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Salvado Lactal 560 Gr.,,,,$ 5.015,Agregar,"Precio por 1 Kg $ 8.955,36",https://ardiaprod.vtexassets.com/arquivos/ids/354747-500-auto?v=638887748918630000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Hamburguesa Lactal 4 Ud.,,,,$ 2.115,Agregar,"Precio por 1 Kg $ 10.071,43",https://ardiaprod.vtexassets.com/arquivos/ids/354737-500-auto?v=638887748818400000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Brownies Fortificado Exquisita 425 Gr.,,,,$ 4.270,Agregar,"Precio por 1 Kg $ 10.047,06",https://ardiaprod.vtexassets.com/arquivos/ids/330559-500-auto?v=638599650848900000&width=500&height=auto&aspect=true,2025-08-30
,,,Azúcar Impalpable Dia 100 Gr.,,,,$ 540,Agregar,Precio por 1 Kg $ 5.400,https://ardiaprod.vtexassets.com/arquivos/ids/330442-500-auto?v=638599649369000000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Chipa Luchetti 400 Gr.,,,,$ 5.160,Agregar,Precio por 1 Kg $ 12.900,https://ardiaprod.vtexassets.com/arquivos/ids/351285-500-auto?v=638840398754900000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Morixe Extra Virgen 500 Ml.,,,,$ 10.500,Agregar,Precio por 1 LT $ 21.000,https://ardiaprod.vtexassets.com/arquivos/ids/323640-500-auto?v=638599558477130000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa DIA 500 Ml.,,,,$ 1.500,Agregar,Precio por 1 Kg $ 3.000,https://ardiaprod.vtexassets.com/arquivos/ids/307675-500-auto?v=638599333298430000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré de Papa Knorr Listo 125 Gr.,,,,$ 2.545,Agregar,Precio por 1 Kg $ 20.360,https://ardiaprod.vtexassets.com/arquivos/ids/307444-500-auto?v=638823987434500000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo Vainilla Morixe 540 Gr.,,,,$ 2.600,Agregar,"Precio por 1 Kg $ 4.814,81",https://ardiaprod.vtexassets.com/arquivos/ids/306869-500-auto?v=638599322814870000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Pancho 240 Gr.,,,,$ 1.690,Agregar,"Precio por 1 Kg $ 7.041,67",https://ardiaprod.vtexassets.com/arquivos/ids/319290-500-auto?v=638599501709430000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Hamburguesa Dia 4 Ud.,,,,$ 1.990,Agregar,"Precio por 1 Kg $ 9.476,19",https://ardiaprod.vtexassets.com/arquivos/ids/348197-500-auto?v=638788388262200000&width=500&height=auto&aspect=true,2025-08-30
,,,Jugo de Limón Minerva 500 ml.,,,,$ 2.315,Agregar,Precio por 1 LT $ 4.630,https://ardiaprod.vtexassets.com/arquivos/ids/349704-500-auto?v=638816899573130000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Corte Americano Dia 160 Gr.,,,,$ 2.350,Agregar,"Precio por 1 Kg $ 14.687,50",https://ardiaprod.vtexassets.com/arquivos/ids/345702-500-auto?v=638745185323500000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verdes Dia 175 Gr.,,,,$ 1.500,Agregar,"Precio por KG $ 8.571,43",https://ardiaprod.vtexassets.com/arquivos/ids/340556-500-auto?v=638701121504700000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa De Vegetales Knorr Con Caracolitos Tricolor 107.5 Gr.,,,,$ 2.140,Agregar,"Precio por 1 Kg $ 19.906,98",https://ardiaprod.vtexassets.com/arquivos/ids/348718-500-auto?v=638794442259830000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite Oliva Nucete Extra Virgen Envase de Vidrio 500 Ml.,,,,$ 13.985,Agregar,Precio por 1 LT $ 27.970,https://ardiaprod.vtexassets.com/arquivos/ids/348965-500-auto?v=638797028370470000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Gruesa Celusal 1 Kg.,,,,$ 2.240,Agregar,Precio por 1 Kg $ 2.240,https://ardiaprod.vtexassets.com/arquivos/ids/307494-500-auto?v=638599330983470000&width=500&height=auto&aspect=true,2025-08-30
,,,Madalenas Vainilla 9 de Oro con Dulce de Leche 230 Gr.,,,,$ 2.190,Agregar,"Precio por 1 Kg $ 9.521,74",https://ardiaprod.vtexassets.com/arquivos/ids/327031-500-auto?v=638786850217530000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Golf Natura 250 Gr.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 5.160,https://ardiaprod.vtexassets.com/arquivos/ids/344458-500-auto?v=638786870898930000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Tirabuzón 3 vegetales N34 Luchetti 500 Gr.,,,,$ 1.920,Agregar,Precio por 1 Kg $ 3.840,https://ardiaprod.vtexassets.com/arquivos/ids/355089-500-auto?v=638893885853900000&width=500&height=auto&aspect=true,2025-08-30
,,,Ají Molido DIA 50 Gr.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 25.800,https://ardiaprod.vtexassets.com/arquivos/ids/308784-500-auto?v=638599348358530000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina 0000 con Vitaminas Favorita 1 Kg.,,,,$ 1.360,Agregar,Precio por 1 Kg $ 1.360,https://ardiaprod.vtexassets.com/arquivos/ids/330415-500-auto?v=638599648991730000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Clasicos Dia 120 Gr.,,,,$ 1.050,Agregar,Precio por 1 Kg $ 8.750,https://ardiaprod.vtexassets.com/arquivos/ids/340574-500-auto?v=638701121693530000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verdes Sin Carozo Dia 160 Gr.,,,,$ 2.050,Agregar,"Precio por KG $ 12.812,50",https://ardiaprod.vtexassets.com/arquivos/ids/340552-500-auto?v=638701121462730000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Multicereal Familiar 650 Gr.,,,,$ 3.990,Agregar,"Precio por 1 Kg $ 6.138,46",https://ardiaprod.vtexassets.com/arquivos/ids/342131-500-auto?v=638708914281900000&width=500&height=auto&aspect=true,2025-08-30
,,,Garbanzos Dia 400 Gr.,,,,$ 1.980,Agregar,Precio por 1 Kg $ 4.950,https://ardiaprod.vtexassets.com/arquivos/ids/344506-500-auto?v=638739135914300000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus De Oliva Dia 230 Gr.,,,,$ 3.290,Agregar,"Precio por 1 Kg $ 14.304,35",https://ardiaprod.vtexassets.com/arquivos/ids/343991-500-auto?v=638736549666800000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Pancho Dia 6 Ud.,,,,$ 1.990,Agregar,"Precio por 1 Kg $ 9.476,19",https://ardiaprod.vtexassets.com/arquivos/ids/354696-500-auto?v=638887748392630000&width=500&height=auto&aspect=true,2025-08-30
,,,Tomate Triturado Vigente 500 Gr.,,,,$ 1.470,Agregar,Precio por 1 Kg $ 2.940,https://ardiaprod.vtexassets.com/arquivos/ids/326291-500-auto?v=638599593049770000&width=500&height=auto&aspect=true,2025-08-30
,,,Fideos Spaghetti Cuquets 500 Gr.,,,,$ 870,Agregar,Precio por 1 Kg $ 1.740,https://ardiaprod.vtexassets.com/arquivos/ids/311365-500-auto?v=638599385650200000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo Chocolate Fort Exquisita 540 Gr.,,,,$ 3.850,Agregar,"Precio por 1 Kg $ 7.129,63",https://ardiaprod.vtexassets.com/arquivos/ids/330466-500-auto?v=638599649692400000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Cocinero Extra Virgen Intenso 500 Ml.,,,,$ 14.060,Agregar,Precio por 1 LT $ 28.120,https://ardiaprod.vtexassets.com/arquivos/ids/323670-500-auto?v=638599558959100000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Integral Artesano con Masa Madre 500 Gr.,,,,$ 7.650,Agregar,Precio por 1 Kg $ 15.300,https://ardiaprod.vtexassets.com/arquivos/ids/354672-500-auto?v=638887748143070000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verde Rodajas Dia 155 Gr.,,,,$ 1.700,Agregar,"Precio por KG $ 10.967,74",https://ardiaprod.vtexassets.com/arquivos/ids/340560-500-auto?v=638701121544430000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Doble Integral DIA 540 Gr.,,,,$ 3.500,Agregar,"Precio por 1 Kg $ 6.481,48",https://ardiaprod.vtexassets.com/arquivos/ids/340357-500-auto?v=638696796438700000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Fina Estuche Celusal 500 Gr.,,,,$ 1.605,Agregar,Precio por 1 Kg $ 3.210,https://ardiaprod.vtexassets.com/arquivos/ids/349696-500-auto?v=638816899438600000&width=500&height=auto&aspect=true,2025-08-30
,,,Pasta Cabello De Angel Matarazzo 500 Gr.,,,,$ 2.800,Agregar,Precio por 1 Kg $ 5.600,https://ardiaprod.vtexassets.com/arquivos/ids/332082-500-auto?v=638616524422800000&width=500&height=auto&aspect=true,2025-08-30
,,,Coco Rallado Dia 25 Gr.,,,,$ 600,Agregar,Precio por 10 Gr $ 240,https://ardiaprod.vtexassets.com/arquivos/ids/308791-500-auto?v=638599348481900000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa De Pollo Knorr Con Cabellos De Ángel 105.6 Gr.,,,,$ 2.140,Agregar,"Precio por 1 Kg $ 20.265,15",https://ardiaprod.vtexassets.com/arquivos/ids/348726-500-auto?v=638794442460800000&width=500&height=auto&aspect=true,2025-08-30
,,,Tomate Perita Pelado Dia 400 Gr.,,,,$ 1.190,Agregar,Precio por 1 Kg $ 2.975,https://ardiaprod.vtexassets.com/arquivos/ids/340306-500-auto?v=638786813171570000&width=500&height=auto&aspect=true,2025-08-30
,,,Chizitos De Maíz Pehuamar Maicitos X 125 Gr.,,,,$ 3.000,Agregar,Precio por 1 Kg $ 24.000,https://ardiaprod.vtexassets.com/arquivos/ids/346835-500-auto?v=638761617137300000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Guiso y Arroz Knorr 340 Gr.,,,,$ 1.420,Agregar,"Precio por 1 Kg $ 4.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/310533-500-auto?v=638599374275870000&width=500&height=auto&aspect=true,2025-08-30
